App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,reviews_int,size_int,installs_int,price_int
Burrito Bash – We Bare Bears,FAMILY,4.3,10776,21M,"1,000,000+",Free,0,Everyone,Arcade;Action & Adventure,"October 26, 2017",3.4,4.1 and up,85484.0,0.0,1000000.0,0.0
CG JOKES - Copy & Share,FAMILY,4.4,31,4.3M,"1,000+",Free,0,Everyone,Entertainment,"June 3, 2018",1.1,4.0 and up,2046.0,60000000.0,100000.0,0.0
CP Surprise,LIFESTYLE,3.8,2548,4.9M,"100,000+",Free,0,Everyone,Lifestyle,"January 30, 2018",4.4.2,4.1 and up,2.0,23000000.0,50.0,0.0
Agar.io,GAME,4.2,3815614,32M,"100,000,000+",Free,0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,21107.0,95000000.0,100000.0,0.0
Sai Baba - Sabka Malik Ek,PRODUCTIVITY,4.9,42,38M,"1,000+",Free,0,Everyone,Productivity,"May 26, 2018",1.4,4.0 and up,,,,
Bubble Shooter,FAMILY,4.4,59843,20M,"5,000,000+",Free,0,Everyone,Puzzle;Brain Games,"January 9, 2018",2.3.3122,2.3 and up,17.0,6800000.0,1000.0,0.0
Woody Puzzle,GAME,4.7,21262,29M,"1,000,000+",Free,0,Everyone,Puzzle,"August 3, 2018",1.0.9,4.4 and up,237.0,26000000.0,100000.0,0.0
Barista Coffee Dictionary A-Z,LIFESTYLE,4.3,127,5.5M,"10,000+",Free,0,Everyone,Lifestyle,"June 3, 2016",3.0.0,4.1 and up,34279.0,24000000.0,1000000.0,0.0
Cristiano Ronaldo Wallpaper,SPORTS,4.6,1733,19M,"500,000+",Free,0,Everyone,Sports,"July 17, 2018",2.1,4.1 and up,2731211.0,0.0,1000000000.0,0.0
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5276983,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,38606.0,96000000.0,1000000.0,0.0
Google Arts & Culture,FAMILY,3.7,24137,Varies with device,"5,000,000+",Free,0,Everyone,Education,"June 25, 2018",Varies with device,Varies with device,,,,
Saiyan Of CW,FAMILY,3.8,5,1.1M,500+,Free,0,Everyone,Role Playing,"July 31, 2018",2.0.10,4.0.3 and up,8.0,19000000.0,100.0,0.0
Granny,GAME,4.5,1138239,59M,"50,000,000+",Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,129603.0,23000000.0,1000000.0,2.99
Kicker U,LIFESTYLE,4.1,124,37M,"5,000+",Paid,$3.99,Everyone,Lifestyle,"June 13, 2018",3.04,4.0.3 and up,104389.0,12000000.0,5000000.0,0.0
Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,38M,"1,000,000+",Free,0,Mature 17+,Dating,"July 26, 2018",4.7.6,4.1 and up,1619.0,3000000.0,1000000.0,0.0
NUsport,SPORTS,3.3,1391,Varies with device,"100,000+",Free,0,Everyone,Sports,"May 4, 2018",Varies with device,Varies with device,858230.0,0.0,500000000.0,0.0
"L.POINT - 엘포인트 [ 포인트, 멤버십, 적립, 사용, 모바일 카드, 쿠폰, 롯데]",LIFESTYLE,4.0,45224,49M,"5,000,000+",Free,0,Everyone,Lifestyle,"August 1, 2018",6.5.1,4.1 and up,29331.0,20000000.0,5000000.0,0.0
Undertale AU Amino,SOCIAL,4.8,5369,63M,"50,000+",Free,0,Teen,Social,"July 13, 2018",1.8.19106,4.0.3 and up,8211.0,4099999.0,5000000.0,0.0
imo free video calls and chat,COMMUNICATION,4.3,4785988,11M,"500,000,000+",Free,0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up,177703.0,13000000.0,10000000.0,0.0
Gunship III Vietnam People AF,FAMILY,4.3,726,19M,"5,000+",Paid,$4.99,Everyone,Simulation,"December 9, 2016",3.8.4,2.3.3 and up,751911.0,0.0,10000000.0,0.0
G-Force Driving Assistant,SPORTS,4.6,10,6.1M,100+,Paid,$3.88,Everyone,Sports,"April 10, 2013",1.0,2.3.3 and up,229329.0,88000000.0,10000000.0,0.0
ActionDirector Video Editor - Edit Videos Fast,VIDEO_PLAYERS,4.5,74531,32M,"5,000,000+",Free,0,Everyone,Video Players & Editors,"June 15, 2018",2.12.0,4.3 and up,254518.0,100000000.0,10000000.0,0.0
Don't Hug Me I'm So Scared,GAME,3.5,901,63M,"50,000+",Free,0,Everyone,Adventure,"June 8, 2018",1.8.5,2.3 and up,2588.0,26000000.0,100000.0,0.0
DS Connector 2.0,TOOLS,2.6,5,636k,500+,Free,0,Everyone,Tools,"March 23, 2018",2.0.180226.1,4.2 and up,33599.0,12000000.0,1000000.0,0.0
ETERNITY WARRIORS 2,GAME,4.6,568391,5.2M,"5,000,000+",Free,0,Teen,Action,"July 1, 2014",4.3.1,2.1 and up,,,,
British Columbia Tourist Places (Guide),TRAVEL_AND_LOCAL,4.0,1,3.0M,100+,Free,0,Everyone,Travel & Local,"November 8, 2017",1.0,4.1 and up,3.0,7400000.0,500.0,0.0
Champions and Challengers - Adventure Time,FAMILY,4.6,51973,27M,"1,000,000+",Free,0,Everyone,Role Playing,"August 2, 2018",1.2.5,4.4 and up,42767.0,72000000.0,1000000.0,0.0
CT Abdomen Pelvis,MEDICAL,4.0,36,36M,"10,000+",Free,0,Everyone,Medical,"January 20, 2018",2.0,4.0 and up,191.0,5000000.0,50000.0,0.0
Montessori Preschool,FAMILY,3.9,237,26M,"100,000+",Free,0,Everyone,Education;Education,"July 12, 2018",1.7.2,4.1 and up,573.0,2000000.0,100000.0,0.0
Google News,NEWS_AND_MAGAZINES,3.9,878065,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,,,,
LG AV REMOTE,TOOLS,3.4,2420,1.8M,"1,000,000+",Free,0,Everyone,Tools,"June 3, 2016",1.1.8,2.3.3 and up,14.0,592000.0,1000.0,0.0
"ZenUI Keyboard – Emoji, Theme",TOOLS,4.5,537554,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"August 1, 2018",Varies with device,Varies with device,15865.0,3300000.0,1000000.0,0.0
Timetable,EDUCATION,4.2,40209,Varies with device,"1,000,000+",Free,0,Everyone,Education,"May 24, 2018",Varies with device,Varies with device,39041.0,0.0,1000000.0,0.0
Geometry Dash Lite,GAME,4.5,6181640,58M,"100,000,000+",Free,0,Everyone,Arcade,"December 22, 2017",2.2,4.0 and up,306.0,61000000.0,10000.0,0.0
Z-Empire: Dead Strike,FAMILY,4.6,99,19M,"10,000+",Free,0,Teen,Strategy,"June 8, 2018",1.8.7,4.0.3 and up,34898.0,92000000.0,1000000.0,0.0
"Moneycontrol – Stocks, Sensex, Mutual Funds, IPO",FINANCE,4.4,281485,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"May 11, 2018",Varies with device,Varies with device,267.0,0.0,50000.0,0.0
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15M,"5,000,000+",Free,0,Teen,Comics,"July 3, 2018",6.3.0,4.0.3 and up,20769.0,18000000.0,1000000.0,0.0
Truck Simulator DT 3D,FAMILY,3.8,110,22M,"5,000+",Free,0,Everyone,Simulation,"April 23, 2017",1.0.6,2.3 and up,32433.0,46000000.0,1000000.0,0.0
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35M,"100,000,000+",Free,0,Everyone,Business,"August 2, 2018",9.7.14188,4.1 and up,30847.0,55000000.0,5000000.0,0.0
Resume Maker - Creator,BUSINESS,4.3,740,19M,"50,000+",Free,0,Everyone,Business,"August 4, 2018",1.1.2,4.0.3 and up,711719.0,0.0,10000000.0,0.0
Fart sound pranks,FAMILY,3.8,283823,Varies with device,"50,000,000+",Free,0,Everyone 10+,Casual,"November 23, 2016",Varies with device,Varies with device,,,,
i am EB,PHOTOGRAPHY,5.0,1,5.4M,10+,Free,0,Teen,Photography,"February 1, 2017",1.0,4.1 and up,,,,
Just Dance Now,GAME,4.2,794058,56M,"10,000,000+",Free,0,Everyone,Music,"June 12, 2018",2.3.0,4.4 and up,358.0,2000000.0,50000.0,0.0
Crack Attack,FAMILY,4.3,31970,77M,"1,000,000+",Free,0,Everyone,Puzzle,"June 7, 2017",1.8,Varies with device,,,,
Equestria Girls,FAMILY,4.3,392596,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,4919.0,2800000.0,1000000.0,0.0
Calculator - unit converter,PRODUCTIVITY,4.7,287250,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device,4000433.0,42000000.0,100000000.0,0.0
Analog Clock AW-7 PRO,TOOLS,3.3,40,2.7M,"1,000+",Paid,$1.99,Everyone,Tools,"March 7, 2018",2.0,4.3 and up,14.0,4300000.0,500.0,0.0
Choice Hotels,TRAVEL_AND_LOCAL,4.4,17915,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,49259.0,0.0,5000000.0,0.0
FH App,BUSINESS,4.9,27,6.0M,100+,Free,0,Everyone,Business,"July 26, 2018",1.0.90,4.0 and up,,,,
BK News Channel,VIDEO_PLAYERS,4.6,277,6.8M,"10,000+",Free,0,Everyone,Video Players & Editors,"July 16, 2016",1.01,2.3 and up,33.0,13000000.0,1000.0,0.0
Perfect Viewer,COMICS,4.4,51981,Varies with device,"5,000,000+",Free,0,Everyone,Comics,"August 1, 2018",4.2.0.2,2.3 and up,258556.0,0.0,10000000.0,0.0
"Red Bull TV: Live Sports, Music & Entertainment",FAMILY,4.4,42069,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device,710.0,1100000.0,100000.0,0.0
Applock,TOOLS,4.4,4934130,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"June 11, 2018",Varies with device,Varies with device,4918776.0,0.0,100000000.0,0.0
Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,10270,8.4M,"1,000,000+",Free,0,Everyone,Productivity,"March 23, 2018",4.4.1,4.0 and up,6200739.0,15000000.0,100000000.0,0.0
I'm Ping Pong King :),SPORTS,4.4,29864,40M,"1,000,000+",Free,0,Everyone,Sports,"July 26, 2018",2.5,4.1 and up,1218055.0,45000000.0,100000000.0,0.0
Be A Legend: Soccer,SPORTS,3.8,85763,21M,"1,000,000+",Free,0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up,2789775.0,68000000.0,100000000.0,0.0
Microsoft Word,PRODUCTIVITY,4.5,2084126,Varies with device,"500,000,000+",Free,0,Everyone,Productivity,"July 11, 2018",16.0.10325.20043,4.4 and up,14026.0,12000000.0,100000.0,0.99
Yandex.Transport,MAPS_AND_NAVIGATION,4.0,126282,Varies with device,"10,000,000+",Free,0,Everyone,Maps & Navigation,"July 30, 2018",5.7,4.1 and up,2026.0,7500000.0,100000.0,0.0
Relax with Andrew Johnson Lite,HEALTH_AND_FITNESS,4.3,2885,Varies with device,"100,000+",Free,0,Everyone,Health & Fitness,"June 19, 2012",Varies with device,Varies with device,1658.0,9700000.0,100000.0,0.0
Skill Tree - BL Pre Sequel,FAMILY,4.3,855,7.0M,"10,000+",Free,0,Teen,Entertainment,"February 22, 2016",5.0,2.3.3 and up,24.0,10000000.0,5000.0,0.0
H-Kakashi - theme Xperia™,PERSONALIZATION,4.6,621,5.4M,"50,000+",Free,0,Everyone,Personalization,"December 1, 2017",a.2,4.4 and up,55571.0,12000000.0,1000000.0,0.0
Learn Java,EDUCATION,4.7,52743,5.4M,"1,000,000+",Free,0,Everyone,Education,"December 25, 2017",3.5.2,4.0 and up,61201.0,0.0,10000000.0,0.0
AZ Practice Test & Questions,FAMILY,4.4,13,3.4M,"1,000+",Free,0,Everyone,Education,"March 23, 2017",1.0,2.3.3 and up,2017.0,0.0,100000.0,0.0
San Andreas Crime City Gangster 3D,FAMILY,4.2,9403,Varies with device,"1,000,000+",Free,0,Teen,Simulation,"July 3, 2018",Varies with device,4.1 and up,5.0,15000000.0,100.0,0.0
City Taxi Driver sim 2016: Cab simulator Game-s,FAMILY,4.1,16111,57M,"1,000,000+",Free,0,Everyone,Simulation,"June 12, 2018",1.11,4.1 and up,1340.0,11000000.0,10000.0,4.49
Heroes of Order & Chaos,FAMILY,4.2,690148,25M,"10,000,000+",Free,0,Teen,Strategy,"October 27, 2017",Varies with device,Varies with device,68664.0,55000000.0,10000000.0,0.0
DHgate-Shop Wholesale Prices,SHOPPING,4.5,104068,37M,"5,000,000+",Free,0,Teen,Shopping,"August 1, 2018",4.5.1,4.1 and up,1420.0,1600000.0,100000.0,0.0
JailBase - Arrests + Mugshots,NEWS_AND_MAGAZINES,4.0,17240,Varies with device,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,4.1 and up,671.0,3600000.0,100000.0,0.0
CVS Caremark,MEDICAL,3.5,3707,10M,"500,000+",Free,0,Everyone,Medical,"July 28, 2018",4.36,4.4 and up,142634.0,22000000.0,10000000.0,0.0
G Cloud Apps Backup Key * root,TOOLS,4.5,1034,196k,"5,000+",Paid,$4.99,Everyone,Tools,"September 8, 2013",1.1,2.2 and up,74842.0,99000000.0,5000000.0,0.0
World Webcams,WEATHER,3.7,7896,Varies with device,"1,000,000+",Free,0,Everyone,Weather,"November 25, 2013",1.6,Varies with device,8.0,18000000.0,1000.0,0.0
Photo Frames,PHOTOGRAPHY,4.3,28578,23M,"10,000,000+",Free,0,Everyone,Photography,"July 28, 2018",6.21,4.0 and up,89342.0,29000000.0,10000000.0,0.0
Evie Launcher,PERSONALIZATION,4.7,139258,Varies with device,"5,000,000+",Free,0,Everyone,Personalization,"August 3, 2018",Varies with device,4.4 and up,512996.0,23000000.0,10000000.0,0.0
Ditto CP Calculator GO,TOOLS,4.3,34,12M,"1,000+",Free,0,Everyone,Tools,"February 25, 2018",1.9,4.0.3 and up,36.0,0.0,5000.0,0.0
Samsung Notes,PRODUCTIVITY,3.9,15368,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"January 22, 2018",Varies with device,Varies with device,27156.0,66000000.0,5000000.0,0.0
Don't Panic with Andrew J.,BOOKS_AND_REFERENCE,4.5,124,Varies with device,"5,000+",Paid,$2.99,Everyone,Books & Reference,"August 25, 2015",Varies with device,Varies with device,1313.0,0.0,100000.0,0.0
Knife&Axe Throwing,GAME,3.1,440,9.1M,"50,000+",Free,0,Everyone,Arcade,"November 26, 2012",1.0.6,2.1 and up,62.0,34000000.0,10000.0,0.0
Gangster Town: Vice District,FAMILY,4.3,65146,100M,"10,000,000+",Free,0,Mature 17+,Simulation,"May 31, 2018",2.1,4.0 and up,5.0,8800000.0,500.0,0.0
AX Player -Nougat Video Player,VIDEO_PLAYERS,4.1,15765,10M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"September 12, 2014",2.0,2.2 and up,28.0,20000000.0,500.0,17.99
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,4.6,380,6.7M,"10,000+",Free,0,Everyone,Entertainment,"March 11, 2014",1.0,4.3 and up,,,,
"U - Webinars, Meetings & Messenger",COMMUNICATION,4.1,6601,31M,"500,000+",Free,0,Everyone,Communication,"July 2, 2018",4.7.0,4.1 and up,68072.0,40000000.0,5000000.0,0.0
Ab Workouts - Ab Generator,HEALTH_AND_FITNESS,4.7,21,3.8M,"1,000+",Free,0,Everyone,Health & Fitness,"December 31, 2016",2.0.0,4.1 and up,762.0,4099999.0,100000.0,0.0
Sci Fi Sounds,FAMILY,3.2,4,8.0M,"1,000+",Free,0,Everyone,Entertainment,"November 2, 2017",1.0,4.0 and up,,,,
myMetro,TOOLS,4.0,26189,5.3M,"10,000,000+",Free,0,Everyone,Tools,"June 27, 2018",MyMetro_HTML_2.0_430029,4.0 and up,29768.0,0.0,5000000.0,0.0
Br. Parking - Busy road Parking 3D 2018,FAMILY,4.5,41,30M,"5,000+",Free,0,Everyone,Simulation,"January 13, 2018",1.01,4.1 and up,12639.0,96000000.0,500000.0,0.0
Block Puzzle - Wood Legend,FAMILY,4.4,318867,10M,"10,000,000+",Free,0,Everyone,Puzzle,"July 6, 2018",26.0,4.0.3 and up,,,,
Baby Game Animal Jam Free,GAME,2.8,9,26M,500+,Free,0,Everyone,Board,"March 24, 2017",1.0,2.3 and up,39.0,4600000.0,10000.0,0.0
pixiv,SOCIAL,4.2,86956,24M,"1,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",5.0.109,4.4 and up,5.0,27000000.0,100.0,0.0
Retro Camera,PHOTOGRAPHY,4.0,125616,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"March 10, 2017",Varies with device,2.3.3 and up,,,,
Jigsaw Volvo FH 16 Trucks,FAMILY,5.0,5,8.1M,"1,000+",Free,0,Teen,Puzzle,"December 1, 2016",1.0,4.0 and up,,,,
Synology Drive,PRODUCTIVITY,3.2,368,Varies with device,"100,000+",Free,0,Everyone,Productivity,"August 2, 2018",Varies with device,5.0 and up,8484.0,1700000.0,1000000.0,0.0
Best CG Backgrounds,FAMILY,3.6,8,3.7M,500+,Free,0,Everyone,Entertainment,"May 20, 2018",8.0,4.0.3 and up,18.0,31000000.0,100.0,4.99
CA Case Management,BUSINESS,2.4,16,5.2M,500+,Free,0,Everyone,Business,"May 4, 2016",1.0.1,4.0 and up,40467.0,22000000.0,1000000.0,0.0
CP Calculator - Poke Go Calc,FAMILY,4.1,7,22M,500+,Free,0,Everyone,Entertainment,"September 17, 2016",1.1,4.2 and up,4.0,15000000.0,50.0,0.0
File Commander - File Manager/Explorer,BUSINESS,4.3,758590,12M,"100,000,000+",Free,0,Everyone,Business,"August 2, 2018",Varies with device,4.1 and up,,,,
Convert degree Celsius to Fahrenheit or °F to °C,TOOLS,4.4,51,2.1M,"5,000+",Free,0,Everyone,Tools,"May 21, 2018",1.5.8,4.0 and up,38517.0,17000000.0,1000000.0,0.0
Grabo.bg,SHOPPING,4.6,8175,3.2M,"100,000+",Free,0,Everyone,Shopping,"April 5, 2018",3.2.3,4.0.3 and up,30.0,24000000.0,5000.0,0.0
"RetailMeNot - Coupons, Deals & Discount Shopping",SHOPPING,4.4,210208,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"August 1, 2018",Varies with device,Varies with device,18513.0,6100000.0,10000000.0,0.0
Fast News,NEWS_AND_MAGAZINES,4.4,84957,Varies with device,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"January 13, 2018",Varies with device,Varies with device,253.0,8199999.0,10000.0,0.0
TwitCasting Live,SOCIAL,3.6,14835,Varies with device,"1,000,000+",Free,0,Teen,Social,"August 2, 2018",Varies with device,Varies with device,285.0,39000000.0,500000.0,0.0
Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,4.8,18,16M,"5,000+",Paid,$1.49,Everyone,Personalization,"June 21, 2018",5.1,4.0.3 and up,65766.0,0.0,5000000.0,0.0
Pain Tracker & Diary,MEDICAL,4.3,3,4.6M,100+,Paid,$2.99,Everyone,Medical,"January 2, 2018",1.50,4.1 and up,39735.0,18000000.0,5000000.0,0.0
Moodpath - Depression & Anxiety Test,MEDICAL,4.6,6035,8.9M,"100,000+",Free,0,Everyone,Medical,"July 5, 2018",1.2.0,4.4 and up,31985.0,9100000.0,1000000.0,0.0
AW Browser with Chrome Custom Tabs,TOOLS,4.0,9,4.7M,500+,Free,0,Everyone,Tools,"May 17, 2018",2.7,6.0 and up,2992.0,585000.0,500000.0,0.0
The Maner,PRODUCTIVITY,4.2,53015,2.2M,"5,000,000+",Free,0,Everyone,Productivity,"November 12, 2017",2.2.2,2.3 and up,607.0,37000000.0,50000.0,0.0
IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5M,"10,000+",Paid,$2.99,Everyone,Medical,"April 25, 2018",1.17.0,4.0 and up,9975.0,18000000.0,1000000.0,0.0
Panera Bread,FOOD_AND_DRINK,4.2,10225,36M,"1,000,000+",Free,0,Everyone,Food & Drink,"August 6, 2018",4.4.2,5.0 and up,14.0,11000000.0,1000.0,0.0
Facebook Pages Manager,BUSINESS,4.0,1279800,Varies with device,"50,000,000+",Free,0,Everyone,Business,"August 6, 2018",Varies with device,Varies with device,,,,
Alto's Adventure,GAME,4.6,515657,63M,"10,000,000+",Free,0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,178.0,4800000.0,1000.0,0.99
Canvas FL,FAMILY,4.9,36,9.4M,"1,000+",Free,0,Teen,Education,"June 25, 2018",3.8.0,4.1 and up,,,,
Educationboard Results BD,FAMILY,4.0,983,7.2M,"100,000+",Free,0,Everyone,Education,"June 12, 2018",1.0,4.0 and up,3433.0,23000000.0,50000.0,0.0
Bomber Friends,GAME,4.5,776730,49M,"10,000,000+",Free,0,Everyone 10+,Action,"July 26, 2018",2.23,4.0.3 and up,347.0,25000000.0,10000.0,0.0
News360: Personalized News,NEWS_AND_MAGAZINES,4.4,30722,Varies with device,"1,000,000+",Free,0,Teen,News & Magazines,"August 2, 2018",Varies with device,Varies with device,89947.0,22000000.0,5000000.0,0.0
Sygic Car Navigation,MAPS_AND_NAVIGATION,4.7,162049,48M,"5,000,000+",Free,0,Everyone,Maps & Navigation,"August 7, 2018",18.0.2,4.4 and up,5.0,4300000.0,100.0,1.49
Daily Ab Workout - Core & Abs Fitness Exercises,HEALTH_AND_FITNESS,4.4,44939,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"June 14, 2018",Varies with device,Varies with device,27856.0,50000000.0,100000.0,2.99
Opera News - Trending news and videos,NEWS_AND_MAGAZINES,4.5,51684,8.5M,"10,000,000+",Free,0,Teen,News & Magazines,"July 31, 2018",4.2.2254.129147,Varies with device,1202.0,34000000.0,100000.0,0.0
Textgram - write on photos,ART_AND_DESIGN,4.4,295221,Varies with device,"10,000,000+",Free,0,Everyone,Art & Design,"July 30, 2018",Varies with device,Varies with device,26.0,12000000.0,10000.0,0.0
Facetune - For Free,PHOTOGRAPHY,4.4,49553,48M,"1,000,000+",Paid,$5.99,Everyone,Photography,"July 25, 2018",1.3.1,4.1 and up,251616.0,13000000.0,10000000.0,0.0
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",SPORTS,4.2,75566,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"July 23, 2018",Varies with device,Varies with device,,,,
English To Shona Dictionary,BOOKS_AND_REFERENCE,4.6,60,3.7M,"10,000+",Free,0,Everyone,Books & Reference,"July 10, 2016",1.4,3.0 and up,,,,
20 minutes (CH),NEWS_AND_MAGAZINES,3.7,4379,Varies with device,"1,000,000+",Free,0,Teen,News & Magazines,"August 3, 2018",Varies with device,Varies with device,1576.0,43000000.0,50000.0,0.0
CI 174 Gray Icon Pack,PERSONALIZATION,5.0,1,46M,10+,Paid,$0.99,Everyone,Personalization,"May 21, 2018",1.1,4.1 and up,199739.0,66000000.0,10000000.0,0.0
Cutie Cubies,FAMILY,4.4,6356,83M,"500,000+",Free,0,Everyone,Puzzle;Creativity,"July 4, 2018",1.180702,4.1 and up,330.0,17000000.0,50000.0,0.0
10 WPM Amateur ham radio CW Morse code trainer,COMMUNICATION,3.5,10,3.8M,100+,Paid,$1.49,Everyone,Communication,"May 12, 2018",2.1.4,2.1 and up,2282.0,22000000.0,500000.0,0.0
FreedomPop Messaging Phone/SIM,COMMUNICATION,3.6,9894,39M,"500,000+",Free,0,Everyone,Communication,"July 26, 2018",23.01.1265.0712,4.1 and up,,,,
"9GAG: Funny Gifs, Pics, Memes & Videos for IGTV",FAMILY,4.6,1450632,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device,65.0,13000000.0,5000.0,0.0
Moon+ Reader,BOOKS_AND_REFERENCE,4.4,233757,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,"May 1, 2018",Varies with device,Varies with device,85185.0,29000000.0,5000000.0,0.0
Download Blazer,TOOLS,3.9,34612,2.4M,"5,000,000+",Free,0,Everyone,Tools,"June 12, 2018",2.0.7,4.1 and up,7.0,2100000.0,1000.0,0.0
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071,6.9M,"100,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",1.0.12,4.1 and up,3781.0,36000000.0,1000000.0,0.0
DP and Status Images | All Latest Status 2018,LIFESTYLE,4.7,25,3.8M,"10,000+",Free,0,Teen,Lifestyle,"July 22, 2017",1.0,4.0 and up,148.0,9200000.0,50000.0,0.0
Meme Generator,ENTERTAINMENT,4.6,3771,53M,"100,000+",Paid,$2.99,Mature 17+,Entertainment,"August 3, 2018",4.426,4.1 and up,1077.0,17000000.0,100000.0,0.0
Barcelona Wallpaper HD,PERSONALIZATION,4.5,93,5.7M,"10,000+",Free,0,Everyone,Personalization,"February 28, 2018",1.10,4.1 and up,,,,
ER Heart Surgery - Emergency Simulator Game,FAMILY,4.3,429,40M,"100,000+",Free,0,Everyone,Educational,"July 19, 2018",2.0,4.1 and up,,,,
Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445,48M,"500,000+",Free,0,Everyone,Health & Fitness,"July 2, 2018",112.0,4.4 and up,34327.0,8100000.0,5000000.0,0.0
Ba Cristi,GAME,3.5,196,35M,"10,000+",Free,0,Everyone,Adventure,"March 22, 2016",1.0.4,2.3 and up,2100.0,0.0,100000.0,0.0
Brica BPRO5 AE,PHOTOGRAPHY,3.9,4726,3.9M,"500,000+",Free,0,Everyone,Photography,"June 17, 2015",v1.0,3.1 and up,7168735.0,0.0,1000000000.0,0.0
Lerni. Learn languages.,EDUCATION,4.0,3847,6.9M,"500,000+",Free,0,Everyone,Education,"October 25, 2017",3.1.3,3.0 and up,663.0,6000000.0,100000.0,0.0
РИА Новости,NEWS_AND_MAGAZINES,4.5,44274,8.0M,"1,000,000+",Free,0,Everyone,News & Magazines,"August 6, 2018",4.0.6,4.4 and up,2803.0,1400000.0,100000.0,0.0
Axe Champs! Wars,GAME,5.0,8,25M,50+,Free,0,Everyone,Arcade,"June 26, 2018",1.1,4.1 and up,698.0,2400000.0,100000.0,0.0
Kairo XP (for HD Widgets),PERSONALIZATION,4.4,1591,779k,"10,000+",Paid,$0.99,Everyone,Personalization,"January 7, 2015",1.1,4.0.3 and up,2387.0,6900000.0,100000.0,0.0
Stocks: Realtime Quotes Charts,FINANCE,4.5,16808,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"May 1, 2018",Varies with device,Varies with device,20326.0,28000000.0,1000000.0,0.0
EZ View,BUSINESS,3.0,287,9.8M,"50,000+",Free,0,Everyone,Business,"October 26, 2015",1.0.0.32,4.0 and up,,,,
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,183846,99M,"10,000,000+",Free,0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up,9779.0,39000000.0,5000000.0,0.0
Clarksburg AH,MEDICAL,1.0,1,28M,50+,Free,0,Everyone,Medical,"May 1, 2017",300000.0.81,4.0.3 and up,120.0,14000000.0,10000.0,0.0
NeuroNation - Focus and Brain Training,EDUCATION,4.5,248555,Varies with device,"5,000,000+",Free,0,Everyone,Education;Brain Games,"May 23, 2018",Varies with device,4.0.3 and up,15254.0,0.0,1000000.0,0.0
R-EU-READY,GAME,4.1,13,16M,500+,Free,0,Everyone,Trivia,"March 2, 2016",1.5,2.2 and up,,,,
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47777,19M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,3358.0,17000000.0,100000.0,14.99
Differential Dx Free,MEDICAL,4.0,238,Varies with device,"50,000+",Free,0,Everyone 10+,Medical,"January 7, 2018",Varies with device,Varies with device,,,,
